trialNumberGlobal,trialNumberBlock,blockNumber,timeExperiment,timeBlock,reactionTime,blockType,fireType,targetType,numDistractors,numDistractorsSing,blockFirePosition,targetPosition,trialFirePosition,
154,154,0,485.0845,426.0207,0.9379576,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 2.0, 12.0)","(0.0, 0.0, 0.0)",
155,155,0,487.5861,428.5223,0.1883908,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 4.0, 14.0)","(0.0, 0.0, 0.0)",
156,156,0,489.8213,430.7574,0.1883908,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-5.0, 4.0, 10.0)","(0.0, 0.0, 0.0)",
157,157,0,492.2675,433.2037,2.200696,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 2.0, 14.0)","(0.0, 0.0, 0.0)",
158,158,0,495.7985,436.7346,1.787337,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 4.0, 1.0)","(16.0, 4.0, 0.0)",
159,159,0,499.0268,439.963,1.787255,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(18.0, 1.0, 11.0)","(0.0, 0.0, 0.0)",
160,160,0,500.8346,441.7707,1.787255,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 2.0, 14.0)","(0.0, 0.0, 0.0)",
161,161,0,503.1289,444.0651,2.205158,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 2.0, 11.0)","(3.0, 3.0, 7.0)",
162,162,0,505.2354,446.1715,1.395951,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
163,163,0,507.3695,448.3057,1.720206,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 2.0, 7.0)","(0.0, 0.0, 0.0)",
164,164,0,509.9936,450.9297,1.563043,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 1.0, 19.0)","(0.0, 0.0, 0.0)",
165,165,0,513.2665,454.2027,2.17441,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 2.0, 2.0)","(0.0, 0.0, 0.0)",
166,166,0,518.0354,458.9713,2.948398,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
167,167,0,521.8676,462.8026,1.295045,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 3.0, 7.0)","(0.0, 0.0, 0.0)",
168,168,0,527.0275,467.9633,2.636059,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
169,169,0,529.987,470.923,0.212525,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 3.0, 7.0)","(0.0, 0.0, 0.0)",
170,170,0,532.9684,473.9041,0.3453994,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 2.0, 17.0)","(0.0, 0.0, 0.0)",
171,171,0,535.2378,476.1735,0.3453994,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 4.0, 12.0)","(0.0, 0.0, 0.0)",
172,172,0,537.8959,478.8318,1.833698,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 2.0, 1.0)","(0.0, 0.0, 0.0)",
173,173,0,540.2409,481.1764,0.4801684,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 4.0, 13.0)","(0.0, 0.0, 0.0)",
174,174,0,542.8101,483.7453,0.9157214,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 1.0, 8.0)","(0.0, 0.0, 0.0)",
175,175,0,544.2515,485.1868,0.9157214,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(0.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
176,176,0,546.3727,487.3083,1.652338,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 1.0, 13.0)","(0.0, 0.0, 0.0)",
177,177,0,549.0765,490.0124,0.4029974,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 1.0, 14.0)","(0.0, 0.0, 0.0)",
178,178,0,552.9081,493.8436,2.044746,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 2.0, 0.0)","(0.0, 0.0, 0.0)",
179,179,0,555.046,495.9818,0.01169996,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 3.0, 13.0)","(1.0, 4.0, 8.0)",
180,180,0,557.1515,498.0877,0.01169996,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 2.0, 11.0)","(0.0, 0.0, 0.0)",
181,181,0,561.0389,501.9757,2.233767,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(10.0, 4.0, 9.0)","(0.0, 0.0, 0.0)",
182,182,0,564.8318,505.7686,2.052808,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 4.0, 1.0)","(0.0, 0.0, 0.0)",
183,183,0,567.2944,508.2305,0.2569281,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(10.0, 2.0, 8.0)","(11.0, 4.0, 5.0)",
184,184,0,569.9745,510.9106,0.8377498,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 4.0, 17.0)","(0.0, 0.0, 0.0)",
185,185,0,572.3654,513.3012,0.5366296,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-13.0, 1.0, 1.0)","(0.0, 0.0, 0.0)",
186,186,0,575.9253,516.8611,0.8795574,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(18.0, 1.0, 10.0)","(-13.0, 2.0, 16.0)",
187,187,0,578.252,519.1879,0.8795574,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 1.0, 6.0)","(0.0, 0.0, 0.0)",
188,188,0,581.9721,522.908,2.456675,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 4.0, 4.0)","(0.0, 0.0, 0.0)",
189,189,0,584.7971,525.7329,0.2328375,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 2.0, 17.0)","(-11.0, 4.0, 16.0)",
190,190,0,587.758,528.6938,0.5466038,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(14.0, 3.0, 9.0)","(-17.0, 4.0, 1.0)",
191,191,0,590.0475,530.9833,0.5466038,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(6.0, 2.0, 13.0)","(0.0, 0.0, 0.0)",
192,192,0,593.0304,533.9662,0.9598242,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-20.0, 1.0, 1.0)","(0.0, 0.0, 0.0)",
193,193,0,595.2531,536.189,0.9598242,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 4.0, 16.0)","(0.0, 0.0, 0.0)",
194,194,0,597.4307,538.3666,1.841826,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
195,195,0,599.5538,540.4896,1.809904,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 3.0, 8.0)","(0.0, 0.0, 0.0)",
196,196,0,602.0565,542.9923,2.125963,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 4.0, 3.0)","(0.0, 0.0, 0.0)",
197,197,0,606.8914,547.8272,6.468321,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-13.0, 2.0, 13.0)","(17.0, 2.0, 3.0)",
198,198,0,609.9513,550.8871,0.4134238,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-13.0, 4.0, 1.0)","(-1.0, 1.0, 8.0)",
199,199,0,613.5821,554.5179,1.150557,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(14.0, 2.0, 5.0)","(0.0, 0.0, 0.0)",
200,200,0,615.8372,556.7731,1.150557,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 1.0, 6.0)","(0.0, 0.0, 0.0)",
201,201,0,618.0279,558.9637,1.978385,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-5.0, 4.0, 14.0)","(0.0, 0.0, 0.0)",
202,202,0,620.3032,561.239,1.029353,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 2.0, 6.0)","(0.0, 0.0, 0.0)",
203,203,0,622.4268,563.3627,0.06559528,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 1.0, 11.0)","(-4.0, 3.0, 8.0)",
204,204,0,626.4266,567.3624,1.541851,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 2.0, 15.0)","(0.0, 0.0, 0.0)",
205,205,0,630.7056,571.6414,1.653715,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 3.0, 2.0)","(-6.0, 1.0, 14.0)",
206,206,0,633.1056,574.0414,1.653715,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 4.0, 10.0)","(0.0, 0.0, 0.0)",
207,207,0,635.5749,576.5107,2.43521,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(10.0, 4.0, 11.0)","(0.0, 0.0, 0.0)",
208,208,0,638.9363,579.8722,4.826198,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(15.0, 1.0, 3.0)","(0.0, 0.0, 0.0)",
209,209,0,641.2145,582.1503,0.3233671,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(15.0, 3.0, 11.0)","(0.0, 0.0, 0.0)",
210,210,0,644.9834,585.9193,1.993998,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 4.0, 5.0)","(0.0, 0.0, 0.0)",
211,211,0,646.6094,587.5453,0.4584207,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-5.0, 4.0, 17.0)","(0.0, 0.0, 0.0)",
212,212,0,650.0604,590.9963,1.327681,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 2.0, 1.0)","(0.0, 0.0, 0.0)",
213,213,0,652.6972,593.6331,0.1671627,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 4.0, 4.0)","(0.0, 0.0, 0.0)",
214,214,0,656.1716,597.1074,0.9171593,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 4.0, 3.0)","(5.0, 2.0, 4.0)",
215,215,0,658.4504,599.3863,0.9171593,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
216,216,0,662.1483,603.0842,2.457083,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 4.0, 13.0)","(0.0, 0.0, 0.0)",
217,217,0,664.8213,605.7571,0.2493046,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 3.0, 13.0)","(0.0, 0.0, 0.0)",
218,218,0,667.7999,608.7357,0.5377094,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-13.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
219,219,0,670.2126,611.1484,0.5377094,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 3.0, 10.0)","(-17.0, 4.0, 14.0)",
220,220,0,672.9714,613.9073,0.24763,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 3.0, 14.0)","(-12.0, 3.0, 10.0)",
221,221,0,676.8258,617.7617,1.306265,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 2.0, 3.0)","(0.0, 0.0, 0.0)",
222,222,0,679.092,620.0279,1.306265,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-9.0, 1.0, 13.0)","(0.0, 0.0, 0.0)",
223,223,0,681.1702,622.106,1.842213,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 4.0, 10.0)","(0.0, 0.0, 0.0)",
224,224,0,683.4039,624.3397,1.899518,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 1.0, 17.0)","(-20.0, 1.0, 8.0)",
225,225,0,685.3034,626.2393,1.887636,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 2.0, 6.0)","(0.0, 0.0, 0.0)",
226,226,0,687.7034,628.6393,2.044298,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(8.0, 2.0, 8.0)","(0.0, 0.0, 0.0)",
227,227,0,690.4066,631.3425,0.537119,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 4.0, 14.0)","(0.0, 0.0, 0.0)",
228,228,0,693.7238,634.6596,0.881542,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(14.0, 1.0, 3.0)","(0.0, 0.0, 0.0)",
229,229,0,696.2474,637.1832,0.04573765,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 2.0, 14.0)","(0.0, 0.0, 0.0)",
230,230,0,698.4156,639.3515,0.04573765,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(6.0, 1.0, 7.0)","(0.0, 0.0, 0.0)",
231,231,0,700.7061,641.642,2.023714,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 4.0, 7.0)","(0.0, 0.0, 0.0)",
232,232,0,703.0624,643.9982,2.145017,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 1.0, 19.0)","(0.0, 0.0, 0.0)",
233,233,0,705.6871,646.6229,0.06725221,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 4.0, 13.0)","(-17.0, 3.0, 13.0)",
234,234,0,708.1122,649.048,0.6930648,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-16.0, 1.0, 12.0)","(0.0, 0.0, 0.0)",
235,235,0,710.2439,651.1797,0.2684838,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 2.0, 1.0)","(0.0, 0.0, 0.0)",
236,236,0,712.4008,653.3366,0.4179276,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 1.0, 13.0)","(0.0, 0.0, 0.0)",
237,237,0,715.5844,656.5203,1.306355,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 3.0, 0.0)","(0.0, 0.0, 0.0)",
238,238,0,718.8785,659.8143,0.8726462,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 2.0, 7.0)","(0.0, 0.0, 0.0)",
239,239,0,721.3026,662.2385,0.8726462,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(12.0, 2.0, 9.0)","(-4.0, 3.0, 18.0)",
240,240,0,724.162,665.0978,2.210188,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-13.0, 3.0, 2.0)","(0.0, 0.0, 0.0)",
241,241,0,725.894,666.8299,2.210188,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(0.0, 4.0, 16.0)","(-2.0, 3.0, 9.0)",
242,242,0,728.6188,669.5547,1.765629,BlockFire,none,Fire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 3.0, 9.0)","(0.0, 0.0, 0.0)",
243,243,0,730.3725,671.3083,1.765629,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 1.0, 18.0)","(0.0, 0.0, 0.0)",
244,244,0,732.6968,673.6326,0.06747229,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-5.0, 2.0, 2.0)","(0.0, 0.0, 0.0)",
245,245,0,736.5946,677.5305,1.45263,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 2.0, 6.0)","(0.0, 0.0, 0.0)",
246,246,0,739.878,680.8138,0.6483642,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 4.0, 4.0)","(0.0, 0.0, 0.0)",
247,247,0,742.0215,682.9574,0.6483642,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
248,248,0,745.2168,686.1526,0.6711345,BlockFire,trial,Fire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 1.0, 6.0)","(-17.0, 1.0, 5.0)",
249,249,0,748.7577,689.6935,0.6042132,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(18.0, 1.0, 8.0)","(-5.0, 3.0, 16.0)",
250,250,0,751.0037,691.9395,0.6042132,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 1.0, 9.0)","(-9.0, 1.0, 9.0)",
251,251,0,753.8293,694.7651,0.601802,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-4.0, 3.0, 1.0)","(0.0, 0.0, 0.0)",
252,252,0,756.2309,697.1667,0.601802,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-19.0, 1.0, 16.0)","(0.0, 0.0, 0.0)",
253,253,0,759.6257,700.5616,3.31212,BlockFire,none,Fire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 3.0, 5.0)","(0.0, 0.0, 0.0)",
254,254,0,761.4683,702.4042,3.31212,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-11.0, 4.0, 11.0)","(-9.0, 1.0, 8.0)",
255,255,0,764.9313,705.8671,1.832074,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 1.0, 4.0)","(0.0, 0.0, 0.0)",
256,256,0,767.1767,708.1125,1.832074,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(2.0, 3.0, 6.0)","(0.0, 0.0, 0.0)",
257,257,0,769.5668,710.5027,1.341868,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 2.0, 9.0)","(0.0, 0.0, 0.0)",
258,258,0,772.861,713.7969,1.273412,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 1.0, 3.0)","(8.0, 2.0, 7.0)",
259,259,0,776.3901,717.326,1.072735,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(18.0, 1.0, 11.0)","(0.0, 0.0, 0.0)",
260,260,0,778.624,719.5599,1.072735,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 1.0, 5.0)","(0.0, 0.0, 0.0)",
261,261,0,781.0371,721.973,2.17871,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 1.0, 12.0)","(0.0, 0.0, 0.0)",
262,262,0,784.0532,724.989,1.050236,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-13.0, 4.0, 18.0)","(0.0, 0.0, 0.0)",
263,263,0,786.6451,727.581,0.2568899,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 1.0, 4.0)","(0.0, 0.0, 0.0)",
264,264,0,790.0422,730.978,0.9048623,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(15.0, 1.0, 9.0)","(0.0, 0.0, 0.0)",
265,265,0,792.7641,733.7,0.9721169,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 1.0, 4.0)","(0.0, 0.0, 0.0)",
266,266,0,794.6642,735.6001,0.9721169,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-10.0, 4.0, 11.0)","(0.0, 0.0, 0.0)",
267,267,0,796.9663,737.9022,2.256683,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(3.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
268,268,0,801.1875,742.1234,4.378763,BlockFire,none,Fire,30,6,"(-17.0, 2.0, 15.0)","(-8.0, 2.0, 4.0)","(0.0, 0.0, 0.0)",
269,269,0,803.0419,743.9777,0.6504737,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(15.0, 3.0, 15.0)","(0.0, 0.0, 0.0)",
270,270,0,804.5841,745.52,0.4476922,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(11.0, 3.0, 18.0)","(0.0, 0.0, 0.0)",
271,271,0,807.5653,748.5012,1.218029,BlockFire,block,Fire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 3.0, 13.0)","(0.0, 0.0, 0.0)",
272,272,0,811.765,752.7009,1.698619,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 1.0, 1.0)","(0.0, 0.0, 0.0)",
273,273,0,815.4169,756.3528,1.218243,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 1.0, 7.0)","(0.0, 0.0, 0.0)",
274,274,0,817.7422,758.678,0.741242,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 3.0, 14.0)","(0.0, 0.0, 0.0)",
275,275,0,819.2936,760.2295,0.741242,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(5.0, 1.0, 10.0)","(0.0, 0.0, 0.0)",
276,276,0,823.3816,764.3174,3.285485,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(10.0, 4.0, 3.0)","(0.0, 0.0, 0.0)",
277,277,0,826.1983,767.1342,1.033228,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 2.0, 11.0)","(0.0, 0.0, 0.0)",
278,278,0,829.1802,770.1161,1.8663,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-18.0, 4.0, 6.0)","(0.0, 0.0, 0.0)",
279,279,0,832.1058,773.0417,0.9939075,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-9.0, 4.0, 4.0)","(0.0, 0.0, 0.0)",
280,280,0,834.8734,775.8093,0.3385869,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(9.0, 4.0, 12.0)","(13.0, 4.0, 1.0)",
281,281,0,837.5449,778.4808,0.3911775,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-20.0, 4.0, 12.0)","(0.0, 0.0, 0.0)",
282,282,0,841.6657,782.6016,1.664394,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 4.0, 0.0)","(0.0, 0.0, 0.0)",
283,283,0,844.3712,785.3071,0.2564492,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-14.0, 4.0, 6.0)","(0.0, 0.0, 0.0)",
284,284,0,848.1931,789.129,2.05637,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 4.0, 3.0)","(0.0, 0.0, 0.0)",
285,285,0,850.1344,791.0703,0.6962656,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 4.0, 12.0)","(0.0, 0.0, 0.0)",
286,286,0,853.3281,794.264,1.316122,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(19.0, 2.0, 3.0)","(0.0, 0.0, 0.0)",
287,287,0,855.6515,796.5873,0.5708617,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(17.0, 4.0, 17.0)","(0.0, 0.0, 0.0)",
288,288,0,857.1866,798.1225,0.5708617,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-2.0, 2.0, 5.0)","(0.0, 0.0, 0.0)",
289,289,0,859.3151,800.2509,1.732339,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-2.0, 3.0, 18.0)","(0.0, 0.0, 0.0)",
290,290,0,861.7737,802.7096,2.011278,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 1.0, 5.0)","(0.0, 0.0, 0.0)",
291,291,0,865.2584,806.1943,2.123914,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 2.0, 10.0)","(0.0, 0.0, 0.0)",
292,292,0,867.581,808.5168,2.123914,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(1.0, 2.0, 6.0)","(-10.0, 1.0, 15.0)",
293,293,0,870.307,811.2429,2.40215,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-17.0, 2.0, 7.0)","(-1.0, 2.0, 11.0)",
294,294,0,872.5632,813.4991,1.968574,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-3.0, 4.0, 4.0)","(0.0, 0.0, 0.0)",
295,295,0,874.6503,815.5862,1.896693,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-1.0, 3.0, 16.0)","(0.0, 0.0, 0.0)",
296,296,0,878.1261,819.062,1.967195,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-7.0, 2.0, 6.0)","(0.0, 0.0, 0.0)",
297,297,0,880.2274,821.1632,1.967195,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(4.0, 3.0, 19.0)","(0.0, 0.0, 0.0)",
298,298,0,882.8758,823.8116,0.3437992,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-9.0, 2.0, 16.0)","(0.0, 0.0, 0.0)",
299,299,0,884.9852,825.9211,0.3437992,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-6.0, 1.0, 13.0)","(0.0, 0.0, 0.0)",
300,300,0,887.2642,828.2001,1.955104,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(16.0, 3.0, 18.0)","(0.0, 0.0, 0.0)",
301,301,0,890.8268,831.7627,2.25853,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-9.0, 1.0, 5.0)","(0.0, 0.0, 0.0)",
302,302,0,894.4127,835.3485,1.764737,BlockFire,none,NonFire,30,6,"(-17.0, 2.0, 15.0)","(15.0, 4.0, 8.0)","(0.0, 0.0, 0.0)",
303,303,0,896.7118,837.6476,0.3450748,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(7.0, 1.0, 2.0)","(-4.0, 4.0, 18.0)",
304,304,0,899.5383,840.4742,0.1903182,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 2.0, 4.0)","(0.0, 0.0, 0.0)",
305,305,0,902.642,843.5779,0.4902366,BlockFire,trial,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-12.0, 1.0, 0.0)","(-1.0, 2.0, 9.0)",
306,306,0,906.4412,847.3771,1.349201,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(13.0, 4.0, 10.0)","(0.0, 0.0, 0.0)",
307,307,0,908.8542,849.79,1.349201,BlockFire,block,NonFire,30,6,"(-17.0, 2.0, 15.0)","(-15.0, 1.0, 10.0)","(0.0, 0.0, 0.0)",
